	Pearson	Spearman	Kendall	Mutual_Info
Event ID	0.010571907264549037	0.0038357792425188953	0.0025574961076602343	0.0
Isolation: Charged cone asymmetry between cone momentum and B momentum x component	0.00318806989001001	0.03982409087875404	0.027117796750437507	0.0
Number of reconstructed pp collision in event	0.01619957837021527	0.004321756892497827	0.003330792776462502	0.0
Same-sign muon PID NN score for proton hypothesis	0.023392497623879238	0.01615664110819652	0.010704011792700868	0.0
Same-sign muon magnitude of momentum	0.014004057918277975	-0.00039595878397503026	-0.00021648167631025026	0.0
Opposite-sign muon invariant mass	-0.008030031117415563	-0.01636394000719493	-0.011645406916225232	0.0
Magnet polarity	-0.003568440118412207	0.0009638959456658228	0.0007870571883376986	0.0
Opposite-sign muon 4-momentum z component	0.03330318743733773	0.008805978268561724	0.005890530172217962	0.0
Opposite-sign muon PID NN score for ghost-track hypothesis	0.03399326416248613	0.0064678815889504665	0.0042737879771280515	0.0
Opposite-sign muon PID NN score for kaon hypothesis	0.05399550332252657	0.03167814634211195	0.021132156174119385	0.0
Kaon invariant mass	0.0036904364699352752	0.00892870844088635	0.006495329515057734	0.0
Opposite-sign muon PID NN score for pion hypothesis	0.002362783009917401	-0.00874083252377544	-0.005826943510123133	0.0
Opposite-sign muon PID NN score for proton hypothesis	0.01970502031404785	0.010397316674409855	0.006782599209484872	0.0
Opposite-sign muon PID muon system flag				0.0
Same-sign muon 4-momentum energy component	0.01400419754291531	-0.00039595878397503026	-0.00021648167631025026	0.0
Isolation: Neutral cone phi difference between cone momentum and B	0.06966606375892775	0.03291514291902759	0.022069490921600567	0.0
Same-sign muon 4-momentum y component	-0.003937534419654557	0.005535210503879823	0.003594482755200486	0.0
Same-sign muon 4-momentum z component	0.014140622529270081	-0.0004969281829976068	-0.0002780478576148548	0.0
Same-sign muon PID NN score for electron hypothesis	-0.001791705707798507	0.01204997315496968	0.008099430996025682	0.0
Same-sign muon PID NN score for ghost-track hypothesis	0.007203223016605726	-0.0006109788721336169	-0.00039445949722945997	0.0
Same-sign muon PID NN score for kaon hypothesis	0.02755410073381591	0.02358640706678394	0.0157597980285767	0.0
Same-sign muon PID NN score for pion hypothesis	-0.006156825110434228	-0.017465410537335257	-0.011620943605083247	0.0
Same-sign muon PID muon system flag				0.0
Isolation: Neutral cone scalar sum of PT	-0.06993492432327877	-0.05684594032194634	-0.03846072309063453	0.0
Kaon PID NN score for electron hypothesis	0.02570855132726633	0.0386099143174891	0.02547851090851234	0.0
